Count,ID,AvgGross,LastWeekAvgGross,AvgTixSold,LastWeekAvgTixSold,AvgTixPrice,LastWeekAvgTixPrice,Cities,LastWeekCities,LastWeek,ThisWeek,AgtName,WeekOfDate,ShowData,Artist,ArtistDetail_id,ArtistDetail_name,ArtistDetail_url
1,280013,3623794,3623794.0,27975,27975.0,129.54,129.54,19,19.0,1,1,The Howard Rose Agency,/Date(1586761200000)/,True,Elton John,37957,Elton John,/artist/elton-john-37957
2,279950,2642269,2642269.0,14226,14226.0,185.73,185.73,9,9.0,2,2,Klassics Music Management Limited,/Date(1586761200000)/,True,Andrea Bocelli,51826,Andrea Bocelli,/artist/andrea-bocelli-51826
3,279976,2262322,2262322.0,15337,15337.0,147.51,147.51,9,9.0,3,3,CDA Productions,/Date(1586761200000)/,True,Celine Dion,45018,Celine Dion,/artist/celine-dion-45018
4,279988,1542003,1542003.0,15105,15105.0,102.08,102.08,13,13.0,4,4,WME,/Date(1586761200000)/,True,Tool,4298,Tool,/artist/tool-4298
5,279992,1445696,1445696.0,11284,11284.0,128.11,128.11,8,8.0,5,5,Marshall Arts,/Date(1586761200000)/,True,Cher,44721,Cher,/artist/cher-44721
6,279931,1250548,1250548.0,14210,14210.0,88.0,88.0,10,10.0,6,6,United Talent Agency,/Date(1586761200000)/,True,Jonas Brothers,28484,Jonas Brothers,/artist/jonas-brothers-28484
7,279987,1100965,1100965.0,16691,16691.0,65.96,65.96,38,38.0,7,7,WME,/Date(1586761200000)/,True,Trans-Siberian Orchestra,3779,Trans-Siberian Orchestra,/artist/trans-siberian-orchestra-3779
8,279985,1051487,1051487.0,9753,9753.0,107.8,107.8,9,9.0,8,8,Cardenas Marketing Network,/Date(1586761200000)/,True,Marc Anthony,22802,Marc Anthony,/artist/marc-anthony-22802
9,279989,974506,974506.0,11490,11490.0,84.81,84.81,8,8.0,9,9,Paradigm Talent Agency,/Date(1586761200000)/,True,Blake Shelton,48310,Blake Shelton,/artist/blake-shelton-48310
10,279949,872483,872483.0,9486,9486.0,91.97,91.97,15,15.0,10,10,,/Date(1586761200000)/,True,André Rieu,51373,André Rieu,/artist/andr-rieu-51373
11,279990,782878,782878.0,13557,13557.0,57.74,57.74,18,18.0,11,11,Paradigm Talent Agency,/Date(1586761200000)/,True,The Lumineers,149243,The Lumineers,/artist/the-lumineers-149243
12,279912,743183,743183.0,9836,9836.0,75.56,75.56,9,9.0,12,12,Creative Artists Agency,/Date(1586761200000)/,True,Bryan Adams,46813,Bryan Adams,/artist/bryan-adams-46813
13,279917,560519,560519.0,4948,4948.0,113.27,113.27,14,14.0,13,13,ICM Partners (Comedy),/Date(1586761200000)/,True,Jerry Seinfeld,232705,Jerry Seinfeld,/artist/jerry-seinfeld-232705
14,280022,509948,509948.0,8760,8760.0,58.21,58.21,10,10.0,14,14,WME,/Date(1586761200000)/,True,The World of Hans Zimmer,739846,The World of Hans Zimmer,/artist/the-world-of-hans-zimmer-739846
15,279999,478305,478305.0,7810,7810.0,61.24,61.24,30,30.0,15,15,Artist Group International,/Date(1586761200000)/,True,Five Finger Death Punch,63600,Five Finger Death Punch,/artist/five-finger-death-punch-63600
16,279926,430453,430453.0,7202,7202.0,59.77,59.77,26,26.0,16,16,,/Date(1586761200000)/,True,The Kelly Family,27365,The Kelly Family,/artist/the-kelly-family-27365
17,279932,426707,426707.0,7994,7994.0,53.37,53.37,9,9.0,17,17,WME,/Date(1586761200000)/,True,Deadmau5,86541,Deadmau5,/artist/deadmau5-86541
18,279977,426440,426440.0,7374,7374.0,57.83,57.83,11,11.0,18,18,Creative Artists Agency (Comedy),/Date(1586761200000)/,True,Gabriel Iglesias,232630,Gabriel Iglesias,/artist/gabriel-iglesias-232630
19,279995,397248,397248.0,7451,7451.0,53.31,53.31,8,8.0,19,19,United Talent Agency,/Date(1586761200000)/,True,Illenium ,186171,Illenium,/artist/illenium-186171
20,279933,351189,,5373,,65.36,0.0,8,,20,20,,/Date(1586761200000)/,True,"""Das Grosse Schlagerfest"" / Florian Silbereisen",732889,"""Das Grosse Schlagerfest""",/artist/das-grosse-schlagerfest-732889
21,279969,347662,347662.0,6120,6120.0,56.8,56.8,9,9.0,21,21,Creative Artists Agency (Comedy),/Date(1586761200000)/,True,Jack Whitehall,229804,Jack Whitehall,/artist/jack-whitehall-229804
22,279951,329367,329367.0,6392,6392.0,51.53,51.53,32,32.0,22,22,Creative Artists Agency (Comedy),/Date(1586761200000)/,True,Jeff Dunham,232711,Jeff Dunham,/artist/jeff-dunham-232711
23,279968,323902,323902.0,5533,5533.0,58.54,58.54,24,24.0,23,23,Creative Artists Agency (Comedy),/Date(1586761200000)/,True,Jo Koy,232779,Jo Koy,/artist/jo-koy-232779
24,279953,315952,315952.0,4158,4158.0,75.98,75.98,10,10.0,24,24,Creative Artists Agency,/Date(1586761200000)/,True,Little Big Town,24882,Little Big Town,/artist/little-big-town-24882
25,279907,265979,265979.0,5212,5212.0,51.03,51.03,13,13.0,25,25,United Talent Agency (Comedy),/Date(1586761200000)/,True,Jim Gaffigan,232739,Jim Gaffigan,/artist/jim-gaffigan-232739
26,279996,243502,243502.0,6735,6735.0,36.15,36.15,22,22.0,26,26, / Creative Artists Agency,/Date(1586761200000)/,True,"""Hits Deep Tour"" / TobyMac",729800,"""Hits Deep Tour""",/artist/hits-deep-tour-729800
27,280000,240712,240712.0,5331,5331.0,45.15,45.15,14,14.0,27,27,WME,/Date(1586761200000)/,True,MercyMe,21601,MercyMe,/artist/mercyme-21601
28,279914,235753,235753.0,5176,5176.0,45.54,45.54,16,16.0,28,28,Undercover,/Date(1586761200000)/,True,Silbermond,123987,Silbermond,/artist/silbermond-123987
29,279904,233493,233493.0,4754,4754.0,49.11,49.11,17,17.0,29,29,Creative Artists Agency,/Date(1586761200000)/,True,Brantley Gilbert,47392,Brantley Gilbert,/artist/brantley-gilbert-47392
30,279946,231947,231947.0,2830,2830.0,81.94,81.94,8,8.0,30,30,Creative Artists Agency,/Date(1586761200000)/,True,Willie Nelson,911,Willie Nelson,/artist/willie-nelson-911
31,279930,231911,228387.0,4805,4805.0,48.26,47.52,15,15.0,31,31,High Road Touring,/Date(1586761200000)/,True,Kaiser Chiefs,27720,Kaiser Chiefs,/artist/kaiser-chiefs-27720
32,280017,203452,203452.0,2983,2983.0,68.19,68.19,11,11.0,32,32,ICM Partners,/Date(1586761200000)/,True,The Piano Guys,178178,The Piano Guys,/artist/the-piano-guys-178178
33,280002,202887,202887.0,4425,4425.0,45.85,45.85,13,13.0,33,33,Paradigm Talent Agency,/Date(1586761200000)/,True,Tyler Childers,165911,Tyler Childers,/artist/tyler-childers-165911
34,280018,196387,196387.0,2508,2508.0,78.28,78.28,11,11.0,34,34,,/Date(1586761200000)/,True,Shin Lim,742986,Shin Lim,/artist/shin-lim-742986
35,279975,177395,177395.0,2026,2026.0,87.55,87.55,9,9.0,35,35,Creative Artists Agency,/Date(1586761200000)/,True,Gladys Knight,33944,Gladys Knight,/artist/gladys-knight-33944
36,279966,163186,163186.0,4165,4165.0,39.18,39.18,23,23.0,36,36,WME,/Date(1586761200000)/,True,Rex Orange County,312204,Rex Orange County,/artist/rex-orange-county-312204
37,279937,163016,163016.0,4229,4229.0,38.54,38.54,10,10.0,37,37,Paradigm Talent Agency,/Date(1586761200000)/,True,Bombay Bicycle Club,90968,Bombay Bicycle Club,/artist/bombay-bicycle-club-90968
38,279906,158927,158927.0,3083,3083.0,51.54,51.54,9,9.0,38,38,True Grit Talent Agency,/Date(1586761200000)/,True,Cody Jinks,61441,Cody Jinks,/artist/cody-jinks-61441
39,279997,156879,156879.0,2974,2974.0,52.74,52.74,15,15.0,39,39,United Talent Agency (Comedy),/Date(1586761200000)/,True,Bert Kreischer,231195,Bert Kreischer,/artist/bert-kreischer-231195
40,280008,155411,155411.0,7164,7164.0,21.69,21.69,31,31.0,40,40,Premier Productions,/Date(1586761200000)/,True,"""Winter Jam"" / Crowder",702571,"""Winter Jam""",/artist/winter-jam-702571
41,279964,151621,151621.0,2920,2920.0,51.91,51.91,12,12.0,41,41,ICM Partners,/Date(1586761200000)/,True,Straight No Chaser,109213,Straight No Chaser,/artist/straight-no-chaser-109213
42,279984,143828,143828.0,2324,2324.0,61.88,61.88,38,38.0,42,42,WME,/Date(1586761200000)/,True,Mannheim Steamroller,22671,Mannheim Steamroller,/artist/mannheim-steamroller-22671
43,280016,140580,140580.0,3045,3045.0,46.17,46.17,10,10.0,43,43,Paradigm Talent Agency,/Date(1586761200000)/,True,Mika,65397,Mika,/artist/mika-65397
44,279918,130038,130038.0,2063,2063.0,63.01,63.01,16,16.0,44,44,Creative Artists Agency (Comedy),/Date(1586761200000)/,True,Ron White,233071,Ron White,/artist/ron-white-233071
45,279980,120265,120265.0,1795,1795.0,66.96,66.96,23,23.0,45,45,Attila Glatz Concert Productions,/Date(1586761200000)/,True,Salute To Vienna,54788,Salute To Vienna,/artist/salute-to-vienna-54788
46,279947,115098,115098.0,2258,2258.0,50.97,50.97,19,19.0,46,46,,/Date(1586761200000)/,True,One Vision Of Queen feat. Marc Martel,754688,One Vision Of Queen feat. Marc Martel,/artist/one-vision-of-queen-feat-marc-martel-754688
47,279945,104869,104869.0,2100,2100.0,49.94,49.94,9,9.0,47,47,Creative Artists Agency,/Date(1586761200000)/,True,Chris Tomlin,44495,Chris Tomlin,/artist/chris-tomlin-44495
48,280001,101477,101477.0,2099,2099.0,48.33,48.33,11,11.0,48,48,APA,/Date(1586761200000)/,True,Rodney Carrington,233053,Rodney Carrington,/artist/rodney-carrington-233053
49,279983,92567,92567.0,1548,1548.0,59.79,59.79,8,8.0,49,49,M&M Group,/Date(1586761200000)/,True,Angela Aguilar,743419,Angela Aguilar,/artist/angela-aguilar-743419
50,279941,90865,90865.0,1643,1643.0,55.3,55.3,8,8.0,50,50,Creative Entertainment,/Date(1586761200000)/,True,Simply the Best - A Tribute to Tina Turner,125373,Simply the Best - A Tribute to Tina Turner,/artist/simply-the-best-a-tribute-to-tina-turner-125373
51,280011,85119,85119.0,2170,2170.0,39.22,39.22,10,10.0,51,51,Undercover,/Date(1586761200000)/,True,Bosse,47321,Bosse,/artist/bosse-47321
52,280021,77937,77937.0,1522,1522.0,51.19,51.19,8,8.0,52,52,Creative Artists Agency,/Date(1586761200000)/,True,Aaron Lewis,53372,Aaron Lewis,/artist/aaron-lewis-53372
53,279921,65802,65802.0,2100,2100.0,31.33,31.33,8,8.0,54,53,United Talent Agency,/Date(1586761200000)/,True,Metronomy,69114,Metronomy,/artist/metronomy-69114
54,279974,65270,65956.0,1560,1556.0,41.84,42.37,15,13.0,53,54,Partisan Arts,/Date(1586761200000)/,True,Grace Potter,33852,Grace Potter,/artist/grace-potter-33852
55,279939,65197,65197.0,1544,1544.0,42.23,42.23,8,8.0,55,55,Paradigm Talent Agency,/Date(1586761200000)/,True,Robert Earl Keen,12480,Robert Earl Keen,/artist/robert-earl-keen-12480
56,280019,64820,64820.0,1851,1851.0,35.01,35.01,8,8.0,56,56,New Frontier Touring,/Date(1586761200000)/,True,Highly Suspect,167309,Highly Suspect,/artist/highly-suspect-167309
57,279971,61623,61623.0,1853,1853.0,33.24,33.24,12,12.0,57,57,Crossover Touring,/Date(1586761200000)/,True,Billy Strings,210424,Billy Strings,/artist/billy-strings-210424
58,279922,58634,58634.0,1697,1697.0,34.54,34.54,23,23.0,58,58,WME,/Date(1586761200000)/,True,Motion City Soundtrack,19624,Motion City Soundtrack,/artist/motion-city-soundtrack-19624
59,279955,57772,57772.0,1556,1556.0,37.11,37.11,21,21.0,59,59,SRO Artists,/Date(1586761200000)/,True,Get The Led Out,34598,Get The Led Out,/artist/get-the-led-out-34598
