Count,ID,AvgGross,LastWeekAvgGross,AvgTixSold,LastWeekAvgTixSold,AvgTixPrice,LastWeekAvgTixPrice,Cities,LastWeekCities,LastWeek,ThisWeek,AgtName,WeekOfDate,ShowData,Artist,ArtistDetail_id,ArtistDetail_name,ArtistDetail_url
1,137395,9996473,10212672.0,62945,63612.0,158.81,160.54,12,11.0,1,1,,/Date(1513584000000)/,True,The Rolling Stones,12116,The Rolling Stones,/artist/the-rolling-stones-12116
2,137412,8185746,8923368.0,69801,77275.0,117.27,115.47,14,16.0,2,2,,/Date(1513584000000)/,True,U2,2967,U2,/artist/u2-2967
3,137427,4648194,4648194.0,41889,41889.0,110.96,110.96,18,18.0,3,3,Paradigm Talent Agency,/Date(1513584000000)/,True,Coldplay,43809,Coldplay,/artist/coldplay-43809
4,137444,2900309,2961474.0,24949,25568.0,116.25,115.83,22,21.0,4,4,Creative Artists Agency,/Date(1513584000000)/,True,Lady Gaga,74180,Lady Gaga,/artist/lady-gaga-74180
5,137507,2686758,2881756.0,22856,25094.0,117.55,114.84,31,30.0,5,5,United Talent Agency,/Date(1513584000000)/,True,Guns N' Roses,32570,Guns N' Roses,/artist/guns-n-roses-32570
6,137512,2398437,2443357.0,21332,22478.0,112.43,108.7,42,34.0,6,6,WME,/Date(1513584000000)/,True,Bruno Mars,143992,Bruno Mars,/artist/bruno-mars-143992
7,137426,2281200,2219746.0,19356,18760.0,117.85,118.32,20,22.0,7,7,WME,/Date(1513584000000)/,True,Roger Waters,12078,Roger Waters,/artist/roger-waters-12078
8,137473,1389293,1423663.0,16236,16741.0,85.57,85.04,23,26.0,8,8,Paradigm Talent Agency,/Date(1513584000000)/,True,Ed Sheeran,94191,Ed Sheeran,/artist/ed-sheeran-94191
9,137484,1372431,1372431.0,15614,15614.0,87.9,87.9,25,25.0,9,9,WME,/Date(1513584000000)/,True,Depeche Mode,40673,Depeche Mode,/artist/depeche-mode-40673
10,137416,1350722,,12129,,111.36,0.0,19,,New,10,WME,/Date(1513584000000)/,True,Neil Diamond,19149,Neil Diamond,/artist/neil-diamond-19149
11,137398,1185170,1204555.0,13914,13820.0,85.17,87.16,20,24.0,10,11,WME,/Date(1513584000000)/,True,Kendrick Lamar,156275,Kendrick Lamar,/artist/kendrick-lamar-156275
12,137520,1103385,1113064.0,13431,13374.0,82.15,83.22,32,34.0,11,12,Creative Artists Agency,/Date(1513584000000)/,True,Tim McGraw / Faith Hill,4554,Tim McGraw,/artist/tim-mcgraw-4554
13,137491,1084704,1084704.0,12076,12076.0,89.82,89.82,13,13.0,12,13,ICM Partners,/Date(1513584000000)/,True,Bob Seger & The Silver Bullet Band,64684,Bob Seger & The Silver Bullet Band,/artist/bob-seger-the-silver-bullet-band-64684
14,137388,1042718,,10722,,97.25,0.0,14,,New,14,Cardenas Marketing Network,/Date(1513584000000)/,True,Marc Anthony,22802,Marc Anthony,/artist/marc-anthony-22802
15,137493,997112,997112.0,11796,11796.0,84.52,84.52,17,17.0,15,15,WME,/Date(1513584000000)/,True,The Weeknd,168538,The Weeknd,/artist/the-weeknd-168538
16,137406,995284,995284.0,18716,18716.0,53.18,53.18,17,17.0,16,16,WME,/Date(1513584000000)/,True,Luke Bryan,72091,Luke Bryan,/artist/luke-bryan-72091
