Count,ID,AvgGross,LastWeekAvgGross,AvgTixSold,LastWeekAvgTixSold,AvgTixPrice,LastWeekAvgTixPrice,Cities,LastWeekCities,LastWeek,ThisWeek,AgtName,WeekOfDate,ShowData,Artist,ArtistDetail_id,ArtistDetail_name,ArtistDetail_url
1,234464,13544597,13544597.0,59299,59299.0,228.41,228.41,8,8.0,1,1,,/Date(1567407600000)/,True,The Rolling Stones,12116,The Rolling Stones,/artist/the-rolling-stones-12116
2,234459,9750671,9750671.0,86957,86957.0,112.13,112.13,8,8.0,3,2,United Talent Agency,/Date(1567407600000)/,True,Spice Girls,75628,Spice Girls,/artist/spice-girls-75628
3,234395,7794393,,90647,,85.99,0.0,19,,4,3,Paradigm Talent Agency,/Date(1567407600000)/,True,Ed Sheeran,94191,Ed Sheeran,/artist/ed-sheeran-94191
4,234433,6604368,4610611.0,58011,39499.0,113.85,116.73,15,15.0,5,4,Marshall Arts,/Date(1567407600000)/,True,Pink,15935,Pink,/artist/pink-15935
5,234489,4528507,4528507.0,29051,29051.0,155.88,155.88,11,11.0,6,5,Marshall Arts,/Date(1567407600000)/,True,Paul McCartney,16628,Paul McCartney,/artist/paul-mccartney-16628
6,234400,2919881,2725223.0,32920,30726.0,88.69,88.69,14,15.0,7,6,WME,/Date(1567407600000)/,True,Dead & Company,203144,Dead & Company,/artist/dead-company-203144
7,234418,2226025,2159753.0,16242,15657.0,137.05,137.94,24,24.0,8,7,Creative Artists Agency,/Date(1567407600000)/,True,Jennifer Lopez,29383,Jennifer Lopez,/artist/jennifer-lopez-29383
8,234448,2188760,,16417,,133.32,0.0,14,,New,8,Creative Artists Agency,/Date(1567407600000)/,True,Eagles,38478,Eagles,/artist/eagles-38478
9,234417,2053497,2053497.0,31473,31473.0,65.24,65.24,10,10.0,9,9,Paradigm Talent Agency,/Date(1567407600000)/,True,Phish,15753,Phish,/artist/phish-15753
10,234455,1982280,,20131,,98.47,0.0,14,,New,10,Paradigm Talent Agency,/Date(1567407600000)/,True,Take That,5961,Take That,/artist/take-that-5961
11,234425,1915113,1935691.0,16132,16261.0,118.71,119.03,24,29.0,10,11,Creative Artists Agency,/Date(1567407600000)/,True,Ariana Grande,167474,Ariana Grande,/artist/ariana-grande-167474
12,234474,1782078,1782078.0,15941,15941.0,111.79,111.79,22,22.0,11,12,Beaver Productions,/Date(1567407600000)/,True,Michael Bublé,21052,Michael Bublé,/artist/michael-bubl-21052
13,234477,1738601,1427661.0,15815,13404.0,109.93,106.5,12,18.0,14,13,Artist Group International,/Date(1567407600000)/,True,Rod Stewart,12030,Rod Stewart,/artist/rod-stewart-12030
14,234428,1632308,1480762.0,17769,16327.0,91.86,90.69,12,16.0,13,14,,/Date(1567407600000)/,True,André Rieu,51373,André Rieu,/artist/andr-rieu-51373
15,234445,1600983,1541503.0,15114,14392.0,105.93,107.1,16,15.0,12,15,WME,/Date(1567407600000)/,True,John Mayer,28275,John Mayer,/artist/john-mayer-28275
16,234438,1446987,1286929.0,13638,11263.0,106.1,114.26,8,10.0,18,16,The Howard Rose Agency,/Date(1567407600000)/,True,Elton John,37957,Elton John,/artist/elton-john-37957
17,234460,1393602,1228105.0,19417,17708.0,71.77,69.35,18,22.0,19,17,Paradigm Talent Agency,/Date(1567407600000)/,True,Dave Matthews Band,41941,Dave Matthews Band,/artist/dave-matthews-band-41941
18,234493,1335082,1335082.0,18823,18823.0,70.92,70.92,18,18.0,16,18,WME,/Date(1567407600000)/,True,Florida Georgia Line,155860,Florida Georgia Line,/artist/florida-georgia-line-155860
19,234444,1288453,1073482.0,22254,20140.0,57.9,53.3,10,9.0,22,19,WME,/Date(1567407600000)/,True,Zac Brown Band,456,Zac Brown Band,/artist/zac-brown-band-456
20,234490,1200383,1211391.0,12447,13157.0,96.44,92.07,13,15.0,20,20,WME,/Date(1567407600000)/,True,Hugh Jackman,228040,Hugh Jackman,/artist/hugh-jackman-228040
21,234410,1194492,,11500,,103.86,0.0,11,,New,21,Creative Artists Agency,/Date(1567407600000)/,True,Jeff Lynne's ELO,206245,Jeff Lynne's ELO,/artist/jeff-lynnes-elo-206245
22,234415,1165019,1117472.0,13361,13535.0,87.19,82.56,45,32.0,21,22,WME,/Date(1567407600000)/,True,Backstreet Boys,50237,Backstreet Boys,/artist/backstreet-boys-50237
23,234396,1073032,982261.0,17593,15908.0,60.99,61.74,21,27.0,26,23,WME,/Date(1567407600000)/,True,Thomas Rhett,166349,Thomas Rhett,/artist/thomas-rhett-166349
24,234405,1054401,1046055.0,14218,14330.0,74.16,72.99,11,10.0,23,24,Creative Artists Agency,/Date(1567407600000)/,True,Iron Maiden,30375,Iron Maiden,/artist/iron-maiden-30375
25,234466,1034619,973168.0,14550,13782.0,71.11,70.61,35,32.0,27,25,Paradigm Talent Agency,/Date(1567407600000)/,True,Shawn Mendes,188938,Shawn Mendes,/artist/shawn-mendes-188938
26,234429,1017372,1000399.0,12438,12343.0,81.79,81.05,43,52.0,24,26,Creative Artists Agency,/Date(1567407600000)/,True,New Kids On The Block,89758,New Kids On The Block,/artist/new-kids-on-the-block-89758
27,234473,932022,,13784,,67.61,0.0,15,,25,27,CLG - Cara Lewis Group,/Date(1567407600000)/,True,Khalid,307262,Khalid,/artist/khalid-307262
28,234394,887365,882497.0,14677,14595.0,60.46,60.46,29,27.0,29,28,Creative Artists Agency,/Date(1567407600000)/,True,Hootie & The Blowfish,31913,Hootie & The Blowfish,/artist/hootie-the-blowfish-31913
29,234470,784664,861869.0,11494,13452.0,68.26,64.07,13,10.0,30,29,Creative Artists Agency,/Date(1567407600000)/,True,Twenty One Pilots,146126,Twenty One Pilots,/artist/twenty-one-pilots-146126
30,234434,756044,721118.0,9915,9543.0,76.25,75.56,10,10.0,31,30,Creative Artists Agency,/Date(1567407600000)/,True,Carrie Underwood,45470,Carrie Underwood,/artist/carrie-underwood-45470
