Count,ID,AvgGross,LastWeekAvgGross,AvgTixSold,LastWeekAvgTixSold,AvgTixPrice,LastWeekAvgTixPrice,Cities,LastWeekCities,LastWeek,ThisWeek,AgtName,WeekOfDate,ShowData,Artist,ArtistDetail_id,ArtistDetail_name,ArtistDetail_url
1,207215,3639764,,31979,,113.82,0.0,10,,New,1,Marshall Arts,/Date(1554706800000)/,True,Paul McCartney,16628,Paul McCartney,/artist/paul-mccartney-16628
2,207262,2891855,2893598.0,29315,29587.0,98.65,97.8,11,10.0,1,2,WME,/Date(1554706800000)/,True,Eric Church,36859,Eric Church,/artist/eric-church-36859
3,207251,2662708,2662708.0,19092,19092.0,139.46,139.46,13,13.0,2,3,The Howard Rose Agency,/Date(1554706800000)/,True,Elton John,37957,Elton John,/artist/elton-john-37957
4,207234,2233880,2186678.0,15433,15674.0,144.74,139.51,15,15.0,3,4,Creative Artists Agency,/Date(1554706800000)/,True,Fleetwood Mac,35812,Fleetwood Mac,/artist/fleetwood-mac-35812
5,207114,2174805,2174805.0,16431,16431.0,132.36,132.36,25,25.0,4,5,WME,/Date(1554706800000)/,True,Justin Timberlake,27685,Justin Timberlake,/artist/justin-timberlake-27685
6,207322,2047611,2047611.0,16901,16901.0,121.15,121.15,16,16.0,5,6,Artist Group International,/Date(1554706800000)/,True,Metallica,21654,Metallica,/artist/metallica-21654
7,207288,1831958,1889054.0,21525,22558.0,85.11,83.74,12,14.0,6,7,WME,/Date(1554706800000)/,True,Luis Miguel,23676,Luis Miguel,/artist/luis-miguel-23676
8,207150,1506401,1505890.0,12024,11972.0,125.28,125.78,23,17.0,8,8,Creative Artists Agency,/Date(1554706800000)/,True,Michael Bublé,21052,Michael Bublé,/artist/michael-bubl-21052
9,207273,1404527,1404527.0,12346,12346.0,113.76,113.76,28,28.0,9,9,ICM Partners,/Date(1554706800000)/,True,Bob Seger & The Silver Bullet Band,64684,Bob Seger & The Silver Bullet Band,/artist/bob-seger-the-silver-bullet-band-64684
10,207204,1345126,1345126.0,11700,11700.0,114.96,114.96,15,15.0,10,10,Marshall Arts,/Date(1554706800000)/,True,Cher,44721,Cher,/artist/cher-44721
11,207203,1300003,1600003.0,12319,14062.0,105.52,113.78,8,9.0,7,11,Cardenas Marketing Network,/Date(1554706800000)/,True,Marc Anthony,22802,Marc Anthony,/artist/marc-anthony-22802
12,207246,1208064,,11792,,102.44,0.0,8,,New,12,United Talent Agency,/Date(1554706800000)/,True,Sebastian Maniscalco,233099,Sebastian Maniscalco,/artist/sebastian-maniscalco-233099
13,207275,1205057,1205057.0,11690,11690.0,103.08,103.08,13,13.0,11,13,Creative Artists Agency,/Date(1554706800000)/,True,KISS,26745,KISS,/artist/kiss-26745
14,207200,1197654,1175889.0,15989,15975.0,74.9,73.61,32,34.0,12,14,CLG - Cara Lewis Group,/Date(1554706800000)/,True,Travis Scott,179020,Travis Scott,/artist/travis-scott-179020
15,207184,1134642,1037030.0,17538,16118.0,64.69,64.34,21,26.0,14,15,WME,/Date(1554706800000)/,True,Trans-Siberian Orchestra,3779,Trans-Siberian Orchestra,/artist/trans-siberian-orchestra-3779
16,207316,1115065,1024553.0,16178,15369.0,68.92,66.66,11,14.0,17,16,WME,/Date(1554706800000)/,True,Florence + The Machine,85412,Florence + The Machine,/artist/florence-the-machine-85412
17,207123,1084208,1036110.0,15055,14528.0,72.01,71.31,14,15.0,15,17,WME,/Date(1554706800000)/,True,Mumford & Sons,91696,Mumford & Sons,/artist/mumford-sons-91696
18,207181,1044392,1044392.0,11659,11659.0,89.58,89.58,17,17.0,13,18,Paradigm Talent Agency,/Date(1554706800000)/,True,Blake Shelton,48310,Blake Shelton,/artist/blake-shelton-48310
19,207119,915513,864487.0,10067,9238.0,90.94,93.57,31,31.0,18,19,,/Date(1554706800000)/,True,André Rieu,51373,André Rieu,/artist/andr-rieu-51373
20,207302,785504,785504.0,12990,12990.0,60.47,60.47,13,13.0,21,20,Creative Artists Agency,/Date(1554706800000)/,True,Panic! At The Disco,16961,Panic! At The Disco,/artist/panic-at-the-disco-16961
21,207178,735628,788188.0,11165,11510.0,65.88,68.48,9,12.0,20,21,Creative Artists Agency,/Date(1554706800000)/,True,Twenty One Pilots,146126,Twenty One Pilots,/artist/twenty-one-pilots-146126
22,207329,720953,,8739,,82.49,0.0,10,,New,22,Chaf Enterprises,/Date(1554706800000)/,True,Chayanne,44655,Chayanne,/artist/chayanne-44655
23,207325,716917,716917.0,7913,7913.0,90.6,90.6,15,15.0,22,23,Creative Artists Agency UK,/Date(1554706800000)/,True,James Taylor,30201,James Taylor,/artist/james-taylor-30201
24,207128,713460,713460.0,9934,9934.0,71.81,71.81,10,10.0,23,24,United Talent Agency,/Date(1554706800000)/,True,Ms. Lauryn Hill,25317,Ms. Lauryn Hill,/artist/ms-lauryn-hill-25317
